#,Nombre,Posicion,Edad,PJ Sel,Club,year,Seleccion,id
17,reto ziegler,DEF,24,10,sampdoria,2010,SWZ,1776
3,reto ziegler,DEF,               ,               ,sassuolo,2014,SWZ,1776
13,ricardo rodriguez,DEF,25,53,ac milan,2018,SWZ,1777
13,ricardo rodriguez,DEF,               ,               ,wolfsburgo,2014,SWZ,1777
21,roman burki,POR,27,9,borussia dortmund,2018,SWZ,1778
21,roman burki,POR,               ,               ,grasshopper,2014,SWZ,1778
2,stephan lichtsteiner,DEF,26,26,lazio,2010,SWZ,1779
2,stephan lichtsteiner,DEF,34,100,arsenal,2018,SWZ,1779
2,stephan lichtsteiner,DEF,               ,               ,juventus,2014,SWZ,1779
13,stephane grichting,DEF,31,33,auxerre,2010,SWZ,1780
5,steve von bergen,DEF,26,10,hertha de berlin,2010,SWZ,1781
5,steve von bergen,DEF,               ,               ,young boys,2014,SWZ,1781
14,steven zuber,MED,26,12,tsg hoffenheim,2018,SWZ,1782
7,tranquillo barnetta,MED,28,50,bayer leverkusen,2010,SWZ,1783
7,tranquillo barnetta,CEN,               ,               ,eintracht frankfurt,2014,SWZ,1783
14,valentin stocker,CEN,               ,               ,basilea,2014,SWZ,1784
11,valon behrami,MED,25,26,west ham united,2010,SWZ,1785
11,valon behrami,MED,33,79,udinese,2018,SWZ,1785
11,valon behrami,CEN,               ,               ,napoli,2014,SWZ,1785
24,vladimir petković,DT,               ,               ,,,SWZ,1786
23,xherdan shaqiri,DEL,18,1,fc basel,2010,SWZ,1787
23,xherdan shaqiri,MED,26,70,stoke city,2018,SWZ,1787
23,xherdan shaqiri,CEN,               ,               ,bayern de munich,2014,SWZ,1787
1,yann sommer,POR,29,35,borussia monchengladbach,2018,SWZ,1788
12,yann sommer,POR,               ,               ,basilea,2014,SWZ,1788
12,yvon mvogo,POR,24,0,rb leipzig,2018,SWZ,1789
15,ahmed khalil,DEL,23,3,club africain,2018,TNZ,1790
12,ali maaloul,DEF,28,46,al-ahly,2018,TNZ,1791
9,anice badri,MED,27,7,esperance de tunis,2018,TNZ,1792
16,aymen mathlouthi,POR,33,70,al-batin,2018,TNZ,1793
18,bassem srarfi,DEL,20,5,ogc nice,2018,TNZ,1794
11,dylan bronn,DEF,22,5,kaa gent,2018,TNZ,1795
17,ellyes skhiri,MED,23,5,montpellier,2018,TNZ,1796
8,fakhreddine ben youssef,DEL,26,39,al-ettifaq,2018,TNZ,1797
1,farouk ben mustapha,POR,28,15,al-shabab,2018,TNZ,1798
13,ferjani sassi,MED,26,39,al-nassr,2018,TNZ,1799
20,ghailene chaalali,DEL,24,6,esperance de tunis,2018,TNZ,1800
21,hamdi nagguez,DEF,25,15,zamalek,2018,TNZ,1801
14,mohamed amine ben amor,MED,27,26,al-ahli,2018,TNZ,1802
22,mouez hassen,POR,23,3,chateauroux,2018,TNZ,1803
24,nabil maaloul,DT,               ,               ,,,TNZ,1804
23,naim sliti,DEL,25,17,dijon fco,2018,TNZ,1805
5,oussama haddadi,DEF,26,9,dijon fco,2018,TNZ,1806
6,rami bedoui,DEF,28,8,etoile du sahel,2018,TNZ,1807
19,saber khalifa,DEL,31,44,club africain,2018,TNZ,1808
7,saif-eddine khaoui,DEL,23,5,troyes,2018,TNZ,1809
2,syam ben youssef,DEF,29,42,kasimpasa,2018,TNZ,1810
10,wahbi khazri,DEL,27,35,rennes,2018,TNZ,1811
4,yassine meriah,DEF,24,16,cs sfaxien,2018,TNZ,1812
3,yohan benalouane,DEF,31,4,leicester city,2018,TNZ,1813
8,abel hernandez,DEL,23,13,uc palermo,2014,URU ,1814
20,alvaro fernandez,MED,24,7,universidad de chile,2010,URU ,1815
20,alvaro gonzalez,CEN,29,44,ss lazio,2014,URU ,1816
11,alvaro pereira,MED,25,15,porto,2010,URU ,1817
6,alvaro pereira,CEN,28,57,são paulo,2014,URU ,1817
19,andres scotti,DEF,34,26,colo-colo,2010,URU ,1818
5,carlos sanchez,MED,33,36,monterrey,2018,URU ,1819
11,christian stuani,DEL,31,41,girona,2018,URU ,1820
11,christian stuani,DEL,27,11,rcd español,2014,URU ,1820
7,cristian rodriguez,MED,32,105,peñarol,2018,URU ,1821
7,cristian rodriguez,CEN,28,74,atletico de madrid,2014,URU ,1821
10,diego forlan,DEL,31,62,atletico de madrid,2010,URU ,1822
10,diego forlan,DEL,35,111,cerezo osaka,2014,URU ,1822
3,diego godin,DEF,32,116,atletico de madrid,2018,URU ,1823
3,diego godin,DEF,24,38,villarreal,2010,URU ,1823
3,diego godin,DEF,28,77,atletico de madrid,2014,URU ,1823
17,diego laxalt,MED,25,6,genoa,2018,URU ,1824
2,diego lugano,DEF,29,42,fenerbahçe,2010,URU ,1825
2,diego lugano,DEF,33,94,west bromwich albion,2014,URU ,1825
15,diego perez,MED,30,50,monaco,2010,URU ,1826
15,diego perez,CEN,34,89,bologna,2014,URU ,1826
21,edinson cavani,DEL,31,101,paris saint-germain,2018,URU ,1827
7,edinson cavani,DEL,23,14,palermo,2010,URU ,1827
21,edinson cavani,DEL,27,63,paris saint-germain,2014,URU ,1827
17,egidio arevalo rios,MED,28,6,peñarol,2010,URU ,1828
17,egidio arevalo rios,CEN,32,56,monarcas morelia,2014,URU ,1828
1,fernando muslera,POR,32,97,galatasaray,2018,URU ,1829
1,fernando muslera,POR,23,6,lazio,2010,URU ,1829
1,fernando muslera,POR,27,59,galatasaray,2014,URU ,1829
18,gaston ramirez,CEN,23,29,southampton fc,2014,URU ,1830
13,gaston silva,DEF,24,17,independiente,2018,URU ,1831
10,giorgian de arrascaeta,MED,24,14,cruzeiro,2018,URU ,1832
4,guillermo varela,DEF,25,3,peñarol,2018,URU ,1833
18,ignacio gonzalez,MED,28,17,valencia,2010,URU ,1834
20,jonathan urretaviscaya,MED,28,4,monterrey,2018,URU ,1835
4,jorge fucile,DEF,25,24,fc porto,2010,URU ,1836
4,jorge fucile,DEF,29,42,fc porto,2014,URU ,1836
2,jose gimenez,DEF,23,42,atletico de madrid,2018,URU ,1837
13,jose maria gimenez,DEF,19,6,atletico de madrid,2014,URU ,1838
12,juan castillo,POR,32,11,deportivo cali,2010,URU ,1839
14,lucas torreira,MED,22,3,sampdoria,2018,URU ,1840
9,luis suarez,DEL,31,98,barcelona,2018,URU ,1841
9,luis suarez,DEL,23,30,ajax amsterdam,2010,URU ,1841
9,luis suarez,DEL,27,77,liverpool,2014,URU ,1841
22,martin caceres,DEF,31,76,lazio,2018,URU ,1842
22,martin caceres,DEF,23,19,barcelona,2010,URU ,1842
22,martin caceres,DEF,27,58,juventus,2014,URU ,1842
12,martin campaña,POR,29,1,independiente,2018,URU ,1843
23,martin silva,POR,35,11,vasco da gama,2018,URU ,1844
23,martin silva,POR,27,1,def sporting,2010,URU ,1844
23,martin silva,POR,31,4,vasco da gama,2014,URU ,1844
15,matias vecino,MED,26,22,inter de milan,2018,URU ,1845
6,mauricio victorino,DEF,27,4,universidad de chile,2010,URU ,1846
18,maxi gomez,DEL,21,5,celta de vigo,2018,URU ,1847
16,maximiliano pereira,DEF,34,125,porto,2018,URU ,1848
16,maximiliano pereira,DEF,26,37,benfica,2010,URU ,1848
16,maximiliano pereira,DEF,30,91,sl benfica,2014,URU ,1848
8,nahitan nandez,MED,22,12,boca juniors,2018,URU ,1849
14,nicolas lodeiro,MED,21,4,ajax amsterdam,2010,URU ,1850
14,nicolas lodeiro,CEN,25,27,botafogo,2014,URU ,1850
24,oscar washington tabarez,DT,               ,               ,,2018,URU ,1851
24,oscar washington tabarez,DT,               ,               ,,2010,URU ,1851
24,oscar washington tabarez,DT,               ,               ,,2014,URU ,1851
6,rodrigo bentancur,MED,20,7,juventus,2018,URU ,1852
12,rodrigo muñoz,POR,32,0,libertad,2014,URU ,1853
13,sebastian abreu,DEL,33,56,botafogo,2010,URU ,1854
19,sebastian coates,DEF,27,30,sporting de lisboa,2018,URU ,1855
19,sebastian coates,DEF,23,15,nacional,2014,URU ,1855
8,sebastian eguren,MED,29,27,aik,2010,URU ,1856
21,sebastian fernandez,DEL,25,6,banfield,2010,URU ,1857
5,walter gargano,MED,25,28,napoli,2010,URU ,1858
5,walter gargano,CEN,29,63,parma fc,2014,URU ,1858
11,alejandro bedoya,CEN,27,               ,nantes,2014,USA,1859
9,aron johannsson,DEL,23,               ,az,2014,USA,1860
22,benny feilhaber,MED,25,32,agf aarhus,2010,USA,1861
24,bob bradley,DT,               ,               ,,2010,USA,1862
14,brad davis,CEN,32,               ,houston dynamo,2014,USA,1863
18,brad guzan,POR,25,16,aston villa,2010,USA,1864
12,brad guzan,POR,29,               ,aston villa,2014,USA,1864
3,carlos bocanegra,DEF,31,79,stade rennais,2010,USA,1865
21,clarence goodson,DEF,28,14,ik start,2010,USA,1866
8,clint dempsey,MED,27,62,fulham,2010,USA,1867
8,clint dempsey,DEL,31,               ,seattle sounders,2014,USA,1867
7,damarcus beasley,MED,28,92,rangers fc,2010,USA,1868
7,damarcus beasley,DEF,32,               ,houston dynamo,2014,USA,1868
2,deandre yedlin,DEF,20,               ,seattle sounders,2014,USA,1869
14,edson buddle,DEL,29,1,los angeles galaxy,2010,USA,1870
23,fabian johnson,DEF,26,               ,borussia monchengladbach,2014,USA,1871
16,francisco torres,MED,22,10,pachuca cf,2010,USA,1872
20,geoff cameron,DEF,28,               ,stoke city,2014,USA,1873
19,graham zusi,CEN,27,               ,sporting kansas city,2014,USA,1874
9,herculez gomez,DEL,28,4,puebla cf,2010,USA,1875
15,jay demerit,DEF,30,19,watford fc,2010,USA,1876
13,jermaine jones,CEN,32,               ,beşiktaş,2014,USA,1877
6,john brooks,DEF,21,               ,hertha berlin,2014,USA,1878
12,jonathan bornstein,DEF,25,32,chivas usa,2010,USA,1879
2,jonathan spector,DEF,24,25,west ham,2010,USA,1880
17,jozy altidore,DEL,20,9,hull city,2010,USA,1881
17,jozy altidore,DEL,24,               ,sunderland,2014,USA,1881
16,julian green,CEN,19,               ,bayern munich,2014,USA,1882
24,jurgen klinsmann,DT,               ,               ,,2014,USA,1883
15,kyle beckerman,CEN,32,               ,real salt lake,2014,USA,1884
10,landon donovan,DEL,28,112,los angeles galaxy,2010,USA,1885
23,marcus hahnemann,POR,37,8,wolverhampton wanderers,2010,USA,1886
19,maurice edu,MED,24,13,rangers fc,2010,USA,1887
4,michael bradley,MED,22,43,borussia monchengladbach,2010,USA,1888
4,michael bradley,CEN,26,               ,toronto,2014,USA,1888
10,mikkel diskerud,CEN,23,               ,rosenborg bk,2014,USA,1889
22,nick rimando,POR,34,               ,real salt lake,2014,USA,1890
5,oguchi onyewu,DEF,28,54,a.c. milan,2010,USA,1891
5,oguchi onyewu,DEF,32,               ,a.c. milan,2014,USA,1891
3,omar gonzalez,DEF,25,               ,los angeles galaxy,2014,USA,1892
13,ricardo clark,MED,27,29,eintracht frankfurt,2010,USA,1893
20,robbie findley,DEL,24,6,real salt lake,2010,USA,1894
18,robbie findley,DEL,31,               ,liverpool f.c.,2014,USA,1894
6,steve cherundolo,DEF,31,60,hannover 96,2010,USA,1895
11,stuart holden,MED,24,14,bolton wanderers,2010,USA,1896
21,tim chandler,DEF,24,               ,eintracht frankfurt,2014,USA,1897
1,tim howard,POR,31,51,everton fc,2010,USA,1898
1,tim howard,POR,35,               ,everton,2014,USA,1898
